charge	min	max	01026.peak.table	01038.peak.table
neg	562.1305223803336	562.1308034455948	1	0
neg	562.1308034455948	562.1310845109965	0	1
neg	562.1392354687796	562.1395165383974	1	0
pos	562.3022794465613	562.3025605977011	1	0
neg	562.3149313870215	562.3152125444872	1	0
neg	562.3152125444872	562.3154937020935	1	1
neg	562.3154937020935	562.3157748598404	0	1
pos	562.3222415268187	562.3225226879396	1	0
pos	562.3596371899285	562.3599183697472	2	0
pos	562.3604807298062	562.3607619100467	1	0
pos	562.3959105472678	562.3961917452232	1	0
pos	562.3961917452232	562.396472943319	1	1
pos	562.396472943319	562.3967541415556	0	1
pos	562.4327486766398	562.4330298930141	1	0
neg	562.588001500387	562.5882827943879	1	0
neg	562.5882827943879	562.5885640885293	0	1
pos	562.6338542795277	562.6341355964548	0	1
pos	562.6501708938144	562.6504522188999	1	0
pos	562.8049209292993	562.8052023317598	1	0
pos	562.8260265042879	562.8263079173013	1	0
neg	562.8910366483698	562.8913180938881	1	0
neg	562.9051090966747	562.9053905492292	1	0
pos	562.9481729739327	562.9484544480192	0	1
pos	562.9484544480192	562.9487359222464	0	1
pos	562.9487359222464	562.9490173966144	0	2
pos	562.9490173966144	562.9492988711231	0	2
pos	562.9492988711231	562.9495803457726	3	0
pos	562.9498618205628	562.9501432954937	2	0
pos	562.9501432954937	562.9504247705654	1	0
neg	562.9549283908527	562.955209868317	1	0
neg	562.9557728236676	562.9560543015541	1	0
neg	562.9574616930976	562.9577431718285	0	1
neg	562.9583061297126	562.9585876088657	0	1
neg	562.9870177282893	562.9872992217981	1	0
neg	562.9878622092382	562.9881437031694	0	1
neg	562.9881437031694	562.9884251972413	0	1
pos	563.117082718815	563.1173642773564	1	0
neg	563.1182089538253	563.1184905129298	0	1
neg	563.1398894167991	563.1401709867438	2	0
neg	563.1401709867438	563.1404525568294	1	1
pos	563.1593180732721	563.1595996529311	1	0
neg	563.1615707144867	563.1618522952722	0	1
neg	563.1624154572653	563.1626970384731	1	0
neg	563.18325284692	563.1835344385465	0	1
pos	563.2668917491043	563.2671733825501	1	0
pos	563.3175880379932	563.3178696967873	1	0
pos	563.3201229722097	563.3204046322712	1	0
neg	563.3440645802094	563.3443462522417	1	0
neg	563.3446279244149	563.3449095967289	1	1
neg	563.3454729417795	563.345754614516	0	1
pos	563.5187282680607	563.5190100274249	1	0
pos	563.536761151384	563.5370429197646	1	0
pos	563.8310040579029	563.831285973405	1	0
pos	563.831285973405	563.831567889048	0	1
pos	563.8321317207568	563.8324136368227	0	1
pos	563.8326955530296	563.8329774693774	1	0
neg	563.8386158259351	563.8388977452431	1	0
pos	563.9677496219493	563.9680316058242	1	0
pos	563.9722613808659	563.9725433669967	1	0
pos	564.2125646851413	564.2128467914237	2	0
pos	564.2131288978471	564.2134110044116	1	0
pos	564.2139752179637	564.2142573249514	1	0
pos	564.2142573249514	564.2145394320801	0	1
pos	564.2740671911508	564.2743493281845	1	0
pos	564.3022815928149	564.3025637439557	1	0
pos	564.3065138747404	564.3067960279974	1	0
neg	564.3302152401266	564.3304974052343	1	0
pos	564.3304974052343	564.3307795704831	1	0
neg	564.3307795704831	564.3310617358729	1	0
neg	564.3310617358729	564.3313439014039	0	1
neg	564.3327547311744	564.3330368975518	0	1
pos	564.4109202110075	564.4112024164676	1	0
pos	564.4117668278112	564.4120490336946	2	0
neg	564.5853500897979	564.585632382473	1	1
neg	564.6677855479555	564.6680678818484	1	0
pos	564.6748439376262	564.6751262750482	0	1
neg	565.0247682938901	565.0250508062743	0	1
neg	565.0939880503344	565.0942705973284	1	0
neg	565.1083981271569	565.108680681356	0	1
pos	565.1307203441662	565.1310029095264	1	0
pos	565.1507828358326	565.1510654112241	0	1
pos	565.1561517924306	565.1564343705065	2	0
pos	565.1567169487238	565.1569995270823	0	1
pos	565.1569995270823	565.1572821055821	0	1
pos	565.1572821055821	565.1575646842232	0	1
neg	565.1759325989632	565.1762151869295	1	0
neg	565.2598674359896	565.2601500659233	1	0
neg	565.279651872632	565.279934512458	1	0
neg	565.3031114591062	565.3033941106619	1	0
neg	565.3161135769448	565.3163962350015	1	0
neg	565.3223320868419	565.322614748008	1	0
pos	565.3305293180389	565.3308119833035	1	0
neg	565.3604926226268	565.3607753028731	2	0
neg	565.3607753028731	565.3610579832608	0	1
pos	565.6033670470725	565.603649848756	1	0
pos	565.6061950702712	565.6064778733687	0	2
pos	565.6064778733687	565.6067606766077	0	1
pos	565.9244379729092	565.9247209351282	1	0
neg	566.1757641508578	566.17604723874	1	0
neg	566.1862384967652	566.1865215898845	0	1
neg	566.269757105421	566.2700402402996	1	0
neg	566.2700402402996	566.2703233753198	0	1
pos	566.3164762758483	566.3167594340865	1	0
neg	566.3190247050887	566.3193078646011	1	0
neg	566.319591024255	566.3198741840506	1	0
pos	566.3535712106215	566.3538543874071	1	0
pos	566.3547039186136	566.3549870959656	1	0
neg	566.5821409303339	566.5824242214045	0	1
neg	566.6254861112155	566.6257694239587	0	1
pos	566.6716679586794	566.6719512945135	0	1
neg	566.7005689434931	566.7008522937775	2	0
pos	566.8884612765852	566.8887447208159	1	1
neg	566.8980984599348	566.898381908984	0	1
neg	566.9032005645055	566.9034840161058	1	0
neg	566.9355149598152	566.9357984275728	1	0
neg	567.0219791969735	567.0222627079631	0	1
neg	567.1697076264365	567.1699912112904	2	0
neg	567.1699912112904	567.170274796286	0	1
neg	567.170274796286	567.1705583814235	0	1
pos	567.1895589086388	567.1898425034183	1	0
pos	567.1901260983395	567.1904096934027	1	1
pos	567.2020372130778	567.2023208140964	0	1
neg	567.2766291666469	567.2769128049615	1	0
neg	567.2944986574438	567.2947823046932	0	1
neg	567.2947823046932	567.2950659520843	1	0
neg	567.2962005430672	567.2964841911676	1	0
neg	567.3140706503717	567.314354307407	1	0
neg	567.3251333798466	567.3254170424134	1	1
neg	567.3322249865645	567.332508652677	1	0
neg	567.332508652677	567.3327923189314	1	0
pos	567.3909468959847	567.3912305914582	0	1
pos	567.4979101437178	567.4981938926729	1	0
pos	567.8305612932132	567.8308452084939	1	0
neg	568.1747708123017	568.1750548996872	0	1
pos	568.184145771021	568.1844298630939	1	0
pos	568.1980664496418	568.1983505486751	1	0
pos	568.2443764675934	568.2446605897817	0	1
pos	568.244944712112	568.2452288345844	0	1
neg	568.2730735260293	568.2733576625661	1	0
pos	568.3245045535515	568.3247887158038	1	0
pos	568.3361553224038	568.3364394904814	1	0
neg	568.3432595669716	568.3435437386014	1	0
neg	568.3617310184517	568.3620151993173	1	0
neg	568.3628677427664	568.3631519242003	0	1
pos	568.3699723212416	568.3702565062277	1	0
pos	568.3702565062277	568.370540691356	0	1
pos	568.458929160373	568.4592133898376	1	0
pos	568.5555753688775	568.5558596466652	1	0
neg	568.6226688684453	568.6229531797798	1	1
pos	568.6687291585312	568.6690134928958	1	1
neg	568.8402085867511	568.8404930068555	0	1
neg	568.8777532700981	568.8780377089747	0	1
pos	568.8933976195129	568.8936820662118	0	1
neg	568.9326526084217	568.932937074748	1	0
pos	569.0777488975732	569.0780334364476	1	0
neg	569.1631169410208	569.1634015225793	0	1
neg	569.1668165123801	569.1671010957884	1	0
neg	569.1671010957884	569.1673856793391	1	0
pos	569.1679548468671	569.1682394308446	2	0
pos	569.1682394308446	569.1685240149643	1	0
pos	569.1690931836307	569.1693777681774	0	1
pos	569.1693777681774	569.1696623528662	0	1
pos	569.2169053835959	569.2171899920486	0	1
pos	569.2735452693169	569.2738299060895	2	0
pos	569.3108338984042	569.3111185538212	1	0
pos	569.320512262428	569.3207969226842	0	1
pos	569.3216509043067	569.3219355651322	1	0
neg	569.3290521320271	569.3293367965532	1	0
neg	569.3293367965532	569.3296214612217	1	0
pos	569.333037448345	569.3333221148637	1	0
pos	569.6525228097906	569.6528076360521	1	0
pos	569.7092060415918	569.7094908961948	1	0
pos	569.7231640846376	569.7234489462196	0	1
pos	569.910633795859	569.9109187511759	1	0
pos	569.9761772710463	569.9764622591349	1	0
pos	570.0605399668893	570.0608249971593	1	0
neg	570.133797434662	570.1340825015608	0	1
neg	570.1346526357859	570.1349377031122	1	0
neg	570.1463405130447	570.146625586215	1	0
neg	570.1662959791952	570.1665810623432	0	1
pos	570.2139068407391	570.2141919476926	1	0
neg	570.2150472694084	570.2153323769321	1	0
neg	570.2156174845983	570.215902592407	1	0
neg	570.215902592407	570.2161877003583	0	1
pos	570.2506868146817	570.2509719400251	1	0
pos	570.2900354597526	570.2903206047704	1	0
neg	570.2971641279687	570.2974492765508	1	0
pos	570.3396528387647	570.3399380085912	1	0
pos	570.3399380085912	570.3402231785602	1	0
neg	570.3687408955308	570.3690260799012	0	1
pos	570.4380448903656	570.4383301093881	1	0
neg	570.6197582985843	570.6200436084636	1	1
pos	570.6659803594256	570.6662656924158	0	1
pos	570.6668363588242	570.6671216922424	1	0
pos	570.7963924023611	570.7966778005574	1	0
pos	570.8103770817924	570.810662486981	1	0
pos	571.0002030415601	571.0004885416616	1	0
neg	571.0199028834628	571.0201883934143	0	1
pos	571.0555927337717	571.0558782615682	0	1
neg	571.1601054437494	571.1603910238022	1	0
neg	571.160962184336	571.1612477648171	0	1
pos	571.1623900881693	571.1626756693644	1	0
pos	571.1632468321828	571.1635324138063	1	0
pos	571.1726711011504	571.172956687486	0	1
pos	571.184951442524	571.1852370349998	0	1
pos	571.1975176465437	571.1978032453026	0	1
pos	571.1989456417659	571.1992312412387	0	1
pos	571.2137970037087	571.2140826106072	1	0
pos	571.2986285299523	571.2989141792666	1	0
pos	571.3091976497035	571.3094833043024	1	0
pos	571.3111972348948	571.3114828904935	1	0
pos	571.3171960324604	571.3174816910584	1	0
pos	571.3246232024295	571.3249088647411	0	1
pos	571.3254801897929	571.325765852533	1	0
pos	571.326051515416	571.3263371784418	1	0
neg	571.435470903514	571.4357566212494	1	0
pos	571.43689949362	571.4371852120697	1	0
pos	571.4620432640742	571.4623289950958	1	0
pos	571.7001067188842	571.7003925689376	1	0
pos	571.8439073419637	571.8441932639174	1	0
pos	571.9271166630222	571.9274026265805	1	0
pos	572.0952879132634	572.0955739609074	1	0
neg	572.1313310427429	572.1316171084085	0	1
neg	572.1319031742171	572.1321892401687	1	0
pos	572.2306044155908	572.2308905308931	0	1
pos	572.2995623408247	572.2998484906059	1	0
pos	572.3044269065633	572.3047130587768	1	0
neg	572.3127253788438	572.3130115352064	1	0
pos	572.4535315925592	572.4538178193251	1	0
neg	572.4646945424744	572.4649807748217	1	0
neg	572.5711828521574	572.5714691377489	1	0
neg	572.6169903676165	572.6172766761117	1	1
pos	572.6172766761117	572.6175629847501	0	1
pos	572.8045530968177	572.8048394990943	1	0
pos	572.8340532835541	572.8343397005808	1	0
pos	572.8549621028584	572.8552485303395	1	0
pos	572.8552485303395	572.8555349579639	0	1
pos	572.9262869676992	572.9265734308427	1	0
pos	572.9271463575595	572.9274328211328	0	1
pos	573.1311446802375	573.13143124581	1	0
pos	573.1626677521951	573.1629543335291	1	0
neg	573.1801494757888	573.1804360658635	1	0
pos	573.1890338347392	573.1893204292562	0	1
pos	573.1993513276275	573.1996379273032	2	0
pos	573.1996379273032	573.1999245271222	0	1
pos	573.1999245271222	573.2002111270846	0	1
pos	573.2002111270846	573.2004977271902	0	1
neg	573.2033637361277	573.2036503378096	0	1
neg	573.2036503378096	573.2039369396348	2	0
neg	573.2039369396348	573.2042235416033	0	1
neg	573.215687737851	573.2159743456949	0	1
neg	573.2394766765653	573.2397632963037	1	0
pos	573.254667720182	573.254954347516	0	1
pos	573.2624067085007	573.2626933397041	0	1
pos	573.2993833169776	573.2996699666693	1	0
neg	573.3162958940189	573.3165825521669	1	1
neg	573.322889067685	573.3231757291295	1	0
pos	573.3246090385023	573.3248957008069	2	0
neg	573.3248957008069	573.3251823632548	1	0
pos	573.3251823632548	573.325469025846	1	1
neg	573.3289089881205	573.329195652575	1	0
neg	573.3309156423122	573.3312023077701	1	0
pos	573.445593264168	573.4458799869647	1	0
pos	573.4524746508558	573.4527613770932	1	0
pos	573.4527613770932	573.453048103474	1	0
pos	573.9449948613353	573.9452818338328	0	1
pos	574.1134723981012	574.1137594548375	0	1
pos	574.1186394413138	574.1189265006336	0	1
neg	574.121222980359	574.1215100409705	1	0
pos	574.1611257819926	574.1614128625555	1	0
pos	574.1984474587845	574.1987345580083	2	0
pos	574.2033281651114	574.2036152667755	0	1
pos	574.2699395979234	574.2702267328933	0	1
neg	574.2840093802821	574.2842965222868	1	0
neg	574.2845836644351	574.284870806727	1	0
neg	574.3101398906446	574.3104270457145	1	1
pos	574.3184674459668	574.3187546052005	1	0
pos	574.3601070338697	574.3603942139232	1	0
pos	574.3750405870564	574.3753277745768	1	0
pos	574.46924579479	574.469533029413	1	0
pos	574.4798735714885	574.4801608114253	1	0
neg	574.5680629784104	574.5683502624419	1	1
pos	574.5832892300226	574.5835765216673	1	0
pos	574.6137429437591	574.6140302506307	0	1
neg	574.6140302506307	574.6143175576458	0	1
pos	574.8755390577959	574.8758264955654	1	0
neg	574.8881864556159	574.8884738997092	1	0
pos	574.9706888091602	574.9709762945046	1	0
pos	574.9816133533009	574.9819008441076	1	0
neg	575.0534905292411	575.0537780559864	0	2
neg	575.1466567176856	575.1469442910139	1	0
pos	575.1757023499886	575.1759899378397	0	1
pos	575.1765651139735	575.1768527022562	0	1
pos	575.1803037728632	575.1805913630152	0	1
neg	575.1837548641768	575.1840424560543	0	1
pos	575.2171164811009	575.2174040896592	1	0
pos	575.2176916983614	575.2179793072072	0	2
pos	575.2182669161969	575.2185545253303	0	1
pos	575.2297713937052	575.230059008591	0	1
neg	575.2323599328537	575.2326475490337	1	0
pos	575.2481790363108	575.2484666604004	1	0
pos	575.265149103659	575.2654367362336	1	0
neg	575.2700388769862	575.2703265120057	1	0
neg	575.3100215240788	575.3103091790896	1	0
neg	575.3301577221823	575.3304453872612	0	1
pos	575.34137676684	575.3416644375284	1	0
neg	575.3451164970086	575.3454041695669	1	0
pos	575.3914336315532	575.3917213272701	1	0
pos	575.3917213272701	575.3920090231309	1	0
pos	575.4679657623774	575.4682534963603	1	0
pos	575.4682534963603	575.4685412304871	1	0
pos	575.4688289647577	575.4691166991722	0	1
pos	575.6426467528402	575.6429345741636	1	0
pos	575.883891498796	575.8841794407417	1	0
pos	575.8841794407417	575.8844673828315	0	1
pos	576.0978720554499	576.098160104386	1	0
pos	576.098160104386	576.098448153466	1	1
pos	576.0987362026901	576.0990242520583	0	1
pos	576.1105463448849	576.1108344001582	0	1
neg	576.1186119469776	576.1189000062836	1	0
pos	576.1405048647243	576.1407929349768	0	1
neg	576.2041718921419	576.2044599942278	1	0
pos	576.2969482089284	576.2972363574025	1	0
pos	576.297812654783	576.2981008036894	1	0
pos	576.2986771019343	576.298965251273	1	0
pos	576.3182715851643	576.3185597443002	2	0
pos	576.3753299041349	576.3756180917999	2	0
pos	576.3756180917999	576.375906279609	1	1
pos	576.375906279609	576.3761944675622	0	1
pos	576.3773472208159	576.3776354094895	1	0
pos	576.4658279122267	576.4661161451407	1	0
neg	576.5652768199151	576.5655651025535	1	0
neg	576.5655651025535	576.565853385336	0	1
pos	576.6336038364407	576.6338921532426	1	0
neg	576.6546513418364	576.6549396691621	0	1
pos	576.70078554776	576.7010738981528	1	1
pos	576.8291157166816	576.8294041312395	1	0
neg	577.198693017453	577.1989816167995	2	0
neg	577.1989816167995	577.1992702162904	0	1
neg	577.1992702162904	577.1995588159256	0	1
pos	577.2910521737946	577.2913408193207	1	0
pos	577.2976910574093	577.2979797062549	1	0
neg	577.3077938528774	577.3080825067743	1	0
neg	577.3230927083008	577.3233813698472	0	2
neg	577.3233813698472	577.323670031538	2	2
pos	577.332618615539	577.3329072818483	1	0
neg	577.3609085998816	577.3611972803359	2	0
pos	577.8446507787266	577.8449397010521	1	0
pos	578.0928882994036	578.0931773458478	1	0
pos	578.159661867418	578.159950947249	1	0
neg	578.159661867418	578.159950947249	1	0
neg	578.1943524791703	578.1946415763466	0	1
neg	578.2024472547456	578.2027363559693	0	1
pos	578.2044709663469	578.2047600685825	1	0
neg	578.3192559171828	578.3195450768108	1	0
neg	578.3195450768108	578.3198342365833	1	0
neg	578.3207017167686	578.3209908771195	0	1
neg	578.3209908771195	578.321280037615	0	1
pos	578.4274117032666	578.4277009169724	1	0
pos	578.4277009169724	578.4279901308229	1	0
neg	578.5622009588535	578.5624902399541	1	1
pos	578.5720365974149	578.5723258834332	1	0
neg	578.6515957021315	578.6518850279294	0	1
neg	578.6518850279294	578.6521743538719	1	0
pos	578.6973109724989	578.6976003211545	0	1
neg	578.8686306878076	578.868920122123	1	1
neg	578.868920122123	578.8692095565831	1	0
pos	578.899022081094	578.8993115306051	1	0
pos	579.0672166340595	579.0675061676678	0	1
neg	579.1352610125412	579.1355505801718	1	0
neg	579.1781185968588	579.1784081859181	1	0
pos	579.2131599242683	579.2134495308484	1	0
pos	579.2369081447267	579.2371977631808	0	1
pos	579.2493618690171	579.249651493698	0	1
pos	579.249651493698	579.2499411185238	0	1
neg	579.2858557192408	579.2861453621687	0	1
neg	579.3058414210209	579.3061310739416	1	0
neg	579.3061310739416	579.3064207270072	1	0
neg	579.3064207270072	579.3067103802176	0	1
neg	579.3162690174091	579.3165586755437	1	0
neg	579.3165586755437	579.316848333823	1	0
neg	579.3397317955604	579.3400214654264	1	0
neg	579.3406008055928	579.3408904758932	1	0
neg	579.3411801463384	579.3414698169285	0	1
pos	579.4246112623281	579.4249009746337	1	0
pos	579.5634000413409	579.5636898230409	1	0
pos	579.9126921162614	579.9129820726075	1	0
neg	580.130200101657	580.1304901667571	0	1
neg	580.1304901667571	580.1307802320023	1	0
neg	580.1423829607347	580.1426730319263	0	1
pos	580.312969853745	580.31326001023	1	0
pos	580.323125417041	580.3234155786037	1	0
neg	580.3254467136052	580.3257368763286	2	0
neg	580.3257368763286	580.3260270391971	4	2
neg	580.3260270391971	580.3263172022107	2	1
neg	580.3263172022107	580.3266073653693	1	0
neg	580.3271876921218	580.3274778557156	0	1
pos	580.3422763913842	580.3425665625224	1	0
pos	580.524242171213	580.5245324333341	1	0
neg	580.5596552212244	580.559945501052	1	1
neg	580.6484876217828	580.6487779460267	0	1
neg	580.6487779460267	580.6490682704157	1	0
pos	580.8627863958617	580.8630768272549	0	1
pos	580.8630768272549	580.8633672587933	1	0
pos	580.9586366390962	580.9589271184145	1	0
neg	581.048692184398	581.0489827087441	0	1
pos	581.1088338212883	581.1091243757053	0	1
neg	581.1486411298436	581.1489317041642	1	0
neg	581.1489317041642	581.1492222786301	1	0
neg	581.1492222786301	581.1495128532413	2	0
neg	581.1495128532413	581.1498034279978	0	1
neg	581.1498034279978	581.1500940028996	0	1
neg	581.1663664292794	581.1666570124627	1	0
neg	581.1861264167197	581.186417009783	1	0
pos	581.2044340634714	581.2047246656884	1	0
pos	581.2186737429832	581.2189643523202	0	1
pos	581.2852270746033	581.2855177172169	0	1
neg	581.3224305103377	581.322721171553	1	0
pos	581.3305690793011	581.3308597445856	1	0
pos	581.3308597445856	581.3311504100155	1	0
pos	581.3340570723079	581.3343477393365	1	0
neg	581.3488812760671	581.3491719505078	0	1
pos	581.4041120294075	581.4044027314636	1	0
pos	581.5006330989155	581.5009238492321	1	0
pos	581.5773962295596	581.5776870182577	1	0
pos	581.6233426472404	581.6236334589117	0	1
pos	581.6236334589117	581.6239242707285	1	0
pos	581.6678385237803	581.6681293576996	1	0
pos	581.9232466990692	581.9235376606925	1	0
neg	582.1272464949404	582.1275375585637	0	1
neg	582.1519874224756	582.1522784984694	1	0
neg	582.1907018072051	582.190992902556	1	0
pos	582.292011777718	582.2923029237239	0	1
pos	582.3126835058922	582.312974662234	1	0
neg	582.3252033600475	582.3254945226491	1	0
neg	582.3412175193322	582.341508689941	2	0
neg	582.341508689941	582.3417998606953	1	1
pos	582.5130334771775	582.5133247336943	1	0
pos	582.5290528018608	582.5293440663872	1	0
pos	582.6455702346645	582.6458615574497	1	0
neg	582.6458615574497	582.6461528803806	1	1
pos	582.6685851834807	582.6688765177734	1	0
pos	582.7064598629677	582.7067512161976	1	0
pos	582.7134523806939	582.7137437374201	1	0
pos	582.8626460832047	582.8629375145277	1	0
pos	582.8632289459965	582.863520377611	0	1
pos	582.8932471677497	582.8935386143733	1	0
pos	582.9311364507366	582.9314279163049	1	0
neg	583.0346158851295	583.0349074024375	1	0
neg	583.0351989198913	583.0354904374908	0	1
neg	583.0879659798825	583.0882575238655	0	1
neg	583.1034180118588	583.1037095635679	0	1
pos	583.1063335355093	583.1066250886761	0	1
pos	583.1378221198364	583.1381136887475	0	1
neg	583.146277677447	583.1465692505858	3	0
neg	583.1471523973009	583.1474439708771	0	1
neg	583.1646470699203	583.1649386522439	1	0
neg	583.1655218173285	583.1658134000894	0	1
neg	583.1833086325472	583.1836002242015	1	0
pos	583.2322980757592	583.2325896919083	0	1
pos	583.255336200777	583.2556278284452	2	0
neg	583.2830414803192	583.28333312184	1	0
pos	583.3200811201943	583.320372780235	1	0
pos	583.340206005117	583.34049767522	1	0
neg	583.3536229807974	583.3539146576089	1	0
pos	583.5304058656442	583.5306976308472	1	0
pos	583.5913879640793	583.5916797597733	1	0
pos	583.6795168952086	583.6798087349671	1	0
pos	583.6801005748715	583.6803924149218	0	1
pos	583.732634134772	583.732926001089	1	0
pos	583.8412184756212	583.8415103962304	1	0
pos	583.894642377869	583.8949343251902	1	0
pos	583.9305529936421	583.9308449589187	0	1
pos	584.015521049149	584.0158130569096	0	1
pos	584.2053568927121	584.2056489953906	1	0
neg	584.2316467187201	584.2319388345435	0	1
pos	584.2667016604023	584.2669937937532	0	1
pos	584.3309745164679	584.3312666819552	1	0
pos	584.3338961779147	584.3341883448628	1	0
pos	584.3558091044118	584.3561012823164	1	0
pos	584.3561012823164	584.3563934603671	1	0
neg	584.3575621740308	584.357854352812	1	0
neg	584.357854352812	584.3581465317392	1	0
pos	584.4750298197795	584.4753220572944	1	0
pos	584.4998705302014	584.5001627801367	1	0
pos	584.5244200341657	584.5247122963758	1	0
neg	584.596905538147	584.5971978365998	1	0
pos	584.7328400864985	584.7331324529187	0	1
pos	584.8158780245967	584.8161704325357	1	0
pos	584.8901543389932	584.8904467840704	1	0
pos	584.8992202043805	584.8995126539907	1	0
pos	584.9024371581345	584.9027296093531	1	0
pos	584.9852066881174	584.9854991807208	1	0
neg	585.0322998809646	585.0325923971146	1	0
neg	585.0325923971146	585.0328849134108	0	1
neg	585.0870029446635	585.087295488165	0	1
pos	585.1019228497387	585.1022154007002	1	0
pos	585.1156729030524	585.1159654608889	1	0
pos	585.1165505770008	585.1168431352761	0	1
pos	585.1168431352761	585.1171356936977	1	0
pos	585.1171356936977	585.1174282522657	0	1
pos	585.1420036941926	585.1422962651944	1	0
pos	585.1422962651944	585.1425888363426	2	0
neg	585.1578027376307	585.1580953165321	1	0
neg	585.1671653350357	585.1674579186184	1	0
neg	585.1788687924524	585.1791613818868	1	0
neg	585.1797465611945	585.1800391510678	0	1
pos	585.2128101426516	585.2131027490567	0	1
pos	585.2131027490567	585.2133953556081	0	1
pos	585.2868442271931	585.2871368706153	0	1
pos	585.2979647800998	585.2982574290822	1	0
neg	585.3049883960638	585.3052810485581	1	0
pos	585.3374737162623	585.3377663849991	0	1
neg	585.338351722912	585.3386443920879	0	1
neg	585.3386443920879	585.3389370614101	1	0
pos	585.37581456686	585.3761072547672	1	0
pos	585.4147433431698	585.4150360505415	1	0
pos	585.4153287580596	585.415621465724	1	0
pos	585.5008056143605	585.5010983647634	1	0
pos	585.7010810849933	585.701373935534	1	0
pos	585.8135464607915	585.8138393675648	1	0
pos	585.8161826270233	585.8164755351147	1	0
pos	585.8173542602675	585.8176471689446	0	1
pos	585.8407874172427	585.8410803376365	1	0
pos	585.9020109631045	585.9023039141101	1	0
pos	585.9277912123067	585.9280841762023	1	0
pos	585.9837499743743	585.9840429662493	0	1
pos	585.9852149352143	585.9855079278218	1	0
neg	586.0514349893186	586.0517280150361	0	1
neg	586.0942182949547	586.0945113420638	0	1
neg	586.1414007668071	586.1416938375075	1	0
neg	586.1419869083545	586.142279979348	1	0
neg	586.1841906401821	586.1844837322775	0	1
pos	586.1947420479395	586.1950351453105	1	0
pos	586.1965006343643	586.1967937326147	0	1
pos	586.2085177828	586.2088108870589	1	0
pos	586.209690200715	586.2099833055602	0	1
neg	586.2120350435796	586.2123281495972	1	0
neg	586.2296216640347	586.2299147788456	1	0
pos	586.2454500735473	586.2457431962724	0	1
neg	586.2475019357007	586.2477950594517	0	1
neg	586.2838503985292	586.2841435404545	1	0
pos	586.3084748312028	586.3087679854403	1	0
pos	586.4694385585863	586.4697317933055	1	0
neg	586.5940765254526	586.5943698224909	0	1
neg	586.6835389211053	586.6838322628748	0	1
pos	586.729302010444	586.7295953750951	1	1
pos	586.7961929468712	586.7964863449677	1	0
pos	586.8446056176884	586.8448990399913	1	0
neg	586.905347162514	586.9056406151876	1	0
neg	586.9056406151876	586.9059340680079	0	1
pos	587.0409379239597	587.0412314444287	1	0
neg	587.0761614281287	587.0764549662094	1	0
pos	587.1146161664728	587.114909723781	1	0
pos	587.115203281236	587.1154968388377	0	1
pos	587.1328169971378	587.1331105635463	0	1
neg	587.146614777013	587.1469083503205	1	0
neg	587.1580642447724	587.1583578238045	1	0
neg	587.1833125780616	587.183606169718	1	0
pos	587.1927075838754	587.1930011802292	1	0
pos	587.1930011802292	587.1932947767299	0	1
pos	587.1932947767299	587.1935883733773	0	1
neg	587.2135532897952	587.2138468965719	1	0
neg	587.2311699562408	587.2314635718259	0	1
neg	587.2620003942523	587.2622940252525	1	0
neg	587.2681666760886	587.268460310172	1	0
neg	587.268460310172	587.2687539444022	0	1
neg	587.3086895674876	587.3089832218324	1	0
neg	587.309276876324	587.3095705309624	1	0
pos	587.3142690251468	587.3145626822813	1	0
pos	587.3398177451462	587.3401114150552	1	0
pos	587.3424607796126	587.342754450843	0	1
pos	587.3439291372331	587.3442228091977	1	0
pos	587.3806392708115	587.3809329611312	1	0
neg	587.381520342211	587.3818140329713	1	0
pos	587.383282488975	587.3835761806164	0	1
pos	587.391505910439	587.3917996061921	1	0
pos	587.3920933020919	587.3923869981386	0	2
pos	587.5803825926964	587.5806763828878	1	0
pos	587.5965412713612	587.5968350696319	1	0
pos	587.8116409125546	587.8119348183751	1	0
neg	587.9062861818329	587.906580134976	1	0
neg	587.906580134976	587.9068740882661	0	1
neg	588.0665124346186	588.0668064678749	0	1
neg	588.0912117406513	588.0915057862571	0	1
pos	588.0973867292504	588.0976807779438	1	0
neg	588.1100309558306	588.110325010846	1	0
pos	588.1173823753269	588.1176764340181	1	0
neg	588.1391431156088	588.1394371851804	1	0
pos	588.170315308461	588.1706093936187	0	1
pos	588.2453117858478	588.2456059085038	1	0
pos	588.261194619715	588.2614887503123	0	1
pos	588.2982562331447	588.2985503822729	2	0
pos	588.303550939954	588.3038450917295	1	0
neg	588.3073749245076	588.3076690781951	1	0
neg	588.3076690781951	588.3079632320297	0	1
pos	588.3356143491892	588.3359085169964	1	0
pos	588.3467928292639	588.3470870026604	1	0
neg	588.4053362330087	588.4056304356768	0	1
pos	588.4482913796637	588.4485856038094	1	0
pos	588.4844820533925	588.4847762956335	1	0
pos	588.5039023568812	588.5041966088324	1	0
neg	588.5907130629203	588.5910073582768	1	0
pos	588.6710611588105	588.6713554943411	1	0
neg	588.6804799687861	588.6807743090261	0	1
neg	588.6810686494133	588.6813629899476	1	0
pos	588.7043220050656	588.7046163572267	1	0
pos	588.7263988255627	588.7266931887622	1	1
neg	588.8965653001766	588.8968597484593	2	0
neg	588.9024542938035	588.9027487450307	1	0
neg	588.9027487450307	588.9030431964052	0	1
pos	588.9051043601485	588.9053988127007	1	0
pos	588.923655158474	588.9239496203016	1	0
